evoked?,context,question,source,context_id,question_id,highlight
False,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",Do a lot of investors use ESG?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1565648275.909fc5fd6c55695f6177a6c3c1914cd5.58.18,clarify something
False,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",could you do both?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.0,let me clarify something
False,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",why do they see it that way? they don't have children who will suffer at global warming because of their disregard for the planet?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.12,clarify something
False,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",How are they compatible? ,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.12,clarify something
False,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",How are they compatible?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.12,let me clarify something
True,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",why are they not responsible when they have the most sway?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.9,Companies and investors
True,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do you think people need to be more focused on the planet?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.9,not singularly responsible for the fate of the planet
True,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do you agree they can affect massive positive change?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.9,not singularly responsible for the fate of the planet
True,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Do they think companies are held to too high of a standard in regards to caring for the environment?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.9,not singularly responsible for the fate of the planet
True,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Who should hold the companies accountable for playing their part in sustaining the environment?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.9,fate of the planet
False,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",How are investing and sustainability compatible?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.12,not singularly responsible for the fate of the planet
False,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Are they saying they are liable?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.15,not singularly responsible for the fate of the planet
False,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Are they trying to persuade someone they are different than the rest?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.3,not singularly responsible for the fate of the planet
False,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Why does that comment annoy you so much?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.3,Companies and investors
False,"It's eyes rolling, eyes rolling. I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet.",Who are the institutional investors?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7144.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.15,not singularly responsible for the fate of the planet
True,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",Don't you think successful businesses should do their part to better society since they have the means and resources to do so?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566049960.17f696db3d459d00913425926000887d.60.9,They don't have indefinite social obligations
True,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",What solution he is offering for sustainability?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.9,subordinate to sustainability
True,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",Why aren't companies and investors responsible for the planet?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.9,not singularly responsible for the fate of the planet
True,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",Why are companies and investors not responsible?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.9,Companies and investors are not singularly responsible
True,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",why doesnt he just change his job if he doesnt like it so much?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.9,Companies and investors are not singularly responsible
False,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",Why does it get under your skin?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.3,Companies and investors are not singularly responsible
False,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",What do you reply to the person suggesting this?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566049960.17f696db3d459d00913425926000887d.60.3,not singularly responsible for the fate of the planet
False,"I mean, let me clarify something right here. Companies and investors are not singularly responsible for the fate of the planet. They don't have indefinite social obligations, and prudent investing and finance theory aren't subordinate to sustainability.",So did you stay working there when it was so tough?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7270.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.3,subordinate to sustainability
